AccountID,Account_Age,Seats,Paid_status,boards_last_30_days,projects_last_30_days,DAU_avg_last_30_days,integrations_count,Integrations_names,Templates_last_30_days
7549098,38,42,Paying,38,1,33,1,Slack,17
4335309,24,56,Paying,60,53,44,1,MS Team,99
3857109,116,6,Paying,116,83,5,1,Jira,56
4398550,48,2,Paying,24,9,2,0,,100
2429662,135,16,Churned,135,104,16,3,"Dropbox, Slack, Google",87
2132933,9,75,Churned,9,8,42,1,MS Team,12
6356765,283,57,Paying,424,133,45,4,"Google, Jira, Slack, Dropbox",12
7616963,40,34,Paying,60,21,30,4,"Google, Jira, Slack, Dropbox",92
7683108,84,28,Churned,0,0,11,2,"MS Team, Azure Cards",8
2291960,76,14,Paying,152,31,8,2,"Jira, Slack",51
6702157,271,51,Paying,271,42,39,4,"Slack, Zapier, MS Team, Azure Cards",97
7007008,38,13,Paying,95,57,9,0,,75
6644284,122,70,Churned,0,0,38,0,,2
3844462,31,13,Paying,31,3,10,5,"Google, Slack, Zapier, Azure Cards, MS Team",6
5201286,84,60,Paying,210,49,45,0,,0
4312668,17,16,Paying,42,21,13,4,"Google, Jira, Slack, Dropbox",18
5363710,116,3,Churned,0,0,3,4,"Slack, Zapier, MS Team, Azure Cards",0
1545360,88,75,Churned,132,62,35,0,,47
7171505,68,38,Paying,68,62,29,4,"Google, Jira, Slack, Dropbox",100
5066001,115,28,Paying,115,1,22,5,"Jira, Google, Slack, Zapier, Dropbox",47
1592445,193,6,Paying,289,227,4,1,MS Team,26
8732875,92,9,Paying,184,43,6,5,"Google, Slack, Zapier, Azure Cards, MS Team",67
2100950,161,3,Churned,0,0,3,3,"Jira, Slack, Zapier",95
4659778,41,4,Churned,61,24,4,3,"Dropbox, Slack, Google",95
3857977,104,5,Paying,208,80,2,1,Azure Cards,8
1911927,140,25,Paying,280,28,19,1,Zapier,9
4928569,18,51,Paying,36,4,39,2,"MS Team, Azure Cards",79
1207489,98,64,Churned,98,53,26,0,,16
6735975,179,2,Paying,447,141,2,4,"Google, Jira, Slack, Dropbox",17
4930461,72,61,Churned,36,6,28,2,"Jira, Slack",33
8518235,4,52,Paying,6,1,40,2,"MS Team, Azure Cards",16
6789580,41,23,Paying,41,2,17,3,"Dropbox, Slack, Google",69
3605842,81,7,Churned,0,0,0,1,Zapier,49
1648318,69,24,Paying,172,132,19,0,,11
5467671,281,64,Churned,281,144,25,1,MS Team,16
7239555,49,67,Churned,49,44,37,2,"MS Team, Azure Cards",65
4777564,330,59,Churned,330,31,21,1,Google,27
7983300,198,55,Churned,297,198,29,2,"MS Team, Azure Cards",46
4626764,40,43,Paying,20,17,36,5,"Jira, Google, Slack, Zapier, Dropbox",87
8014739,248,5,Churned,0,0,4,2,"MS Team, Azure Cards",0
1219443,197,1,Paying,197,69,1,5,"Jira, Google, Slack, Zapier, Dropbox",6
2504951,103,2,Churned,0,0,2,5,"Jira, Google, Slack, Zapier, Dropbox",65
8015040,22,63,Churned,11,9,37,4,"Google, Jira, Slack, Dropbox",91
1485313,35,3,Churned,0,0,0,5,"Jira, Google, Slack, Zapier, Dropbox",5
7955421,32,21,Paying,48,30,16,2,"Jira, Slack",59
4662876,50,19,Churned,0,0,8,5,"Google, Slack, Zapier, Azure Cards, MS Team",59
7641332,44,30,Churned,0,0,23,4,"Google, Jira, Slack, Dropbox",97
4673385,231,24,Paying,231,46,19,0,,69
2235357,60,25,Paying,90,61,19,1,Google,61
6663745,186,57,Paying,465,15,44,1,Google,56
1398742,50,47,Paying,100,11,42,1,Jira,7
5587444,380,34,Churned,380,297,17,0,,16
7026744,108,1,Churned,162,98,1,5,"Jira, Google, Slack, Zapier, Dropbox",80
8189372,95,20,Paying,47,34,15,0,,76
7860339,3,41,Paying,3,1,32,4,"Google, Jira, Slack, Dropbox",8
2930010,28,35,Paying,56,43,25,5,"Jira, Google, Slack, Zapier, Dropbox",51
2848566,99,24,Paying,49,1,19,5,"Google, Slack, Zapier, Azure Cards, MS Team",100
2921041,239,17,Churned,239,112,8,2,"MS Team, Azure Cards",47
6074666,23,36,Paying,57,34,23,5,"Google, Slack, Zapier, Azure Cards, MS Team",51
2483686,58,35,Paying,29,14,29,0,,26
7753892,39,58,Churned,19,0,27,3,"Dropbox, Slack, Google",44
5371215,28,7,Churned,14,8,6,5,"Google, Slack, Zapier, Azure Cards, MS Team",62
8671561,53,48,Paying,79,48,38,2,"Jira, Slack",78
5427528,288,67,Churned,0,0,22,1,MS Team,6
3225003,289,6,Churned,289,182,5,0,,92
7296744,84,41,Paying,126,119,30,5,"Jira, Google, Slack, Zapier, Dropbox",43
6455950,143,27,Paying,357,342,19,1,Zapier,82
8316468,169,25,Paying,338,38,23,5,"Jira, Google, Slack, Zapier, Dropbox",95
1997482,129,18,Churned,129,100,10,2,"Jira, Slack",53
1790492,18,49,Paying,36,6,37,0,,100
8040536,120,54,Paying,60,10,45,0,,24
6811833,159,8,Paying,159,64,4,5,"Google, Slack, Zapier, Azure Cards, MS Team",99
3042911,40,12,Paying,20,7,8,1,Azure Cards,26
4902162,83,16,Churned,41,40,7,0,,62
7278305,34,15,Paying,85,76,13,5,"Google, Slack, Zapier, Azure Cards, MS Team",53
5016633,273,9,Churned,136,100,4,1,Zapier,53
1748480,46,68,Churned,0,0,29,2,"MS Team, Azure Cards",29
6175513,182,21,Churned,273,167,16,4,"Slack, Zapier, MS Team, Azure Cards",24
4991249,184,32,Paying,92,85,22,5,"Jira, Google, Slack, Zapier, Dropbox",55
7601721,41,40,Paying,61,48,30,3,"MS Team, Azure Cards, Dropbox",96
5191905,297,44,Paying,297,59,34,5,"Jira, Google, Slack, Zapier, Dropbox",98
3297027,26,10,Paying,52,3,6,5,"Jira, Google, Slack, Zapier, Dropbox",78
3413122,97,16,Churned,48,0,7,4,"Google, Jira, Slack, Dropbox",40
2084147,133,49,Paying,133,110,38,1,Dropbox,35
6581226,249,59,Churned,0,0,32,5,"Google, Slack, Zapier, Azure Cards, MS Team",12
7455149,234,18,Churned,351,52,2,4,"Google, Jira, Slack, Dropbox",26
7274321,215,69,Churned,0,0,35,4,"Google, Jira, Slack, Dropbox",73
6175617,55,3,Churned,55,31,3,1,Google,21
4869068,12,56,Churned,6,2,23,5,"Google, Slack, Zapier, Azure Cards, MS Team",35
7865186,4,53,Paying,8,2,40,0,,94
2716972,103,64,Churned,0,0,31,3,"MS Team, Azure Cards, Dropbox",85
4070190,54,69,Churned,27,10,26,5,"Google, Slack, Zapier, Azure Cards, MS Team",91
4714363,132,29,Paying,198,34,23,1,MS Team,35
6000259,23,3,Churned,34,15,2,3,"MS Team, Azure Cards, Dropbox",95
8565890,9,50,Churned,0,0,29,4,"Google, Jira, Slack, Dropbox",52
8880890,3,12,Churned,0,0,1,0,,23
2051894,23,3,Churned,0,0,2,1,Zapier,96
6111720,12,53,Paying,30,10,42,4,"Google, Jira, Slack, Dropbox",53
1255192,53,51,Paying,106,53,38,1,Slack,28
7592148,171,59,Paying,427,331,44,0,,0
6250497,13,56,Churned,6,3,22,4,"Slack, Zapier, MS Team, Azure Cards",46
3772640,30,27,Paying,45,39,22,3,"Jira, Slack, Zapier",71
3109364,12,1,Churned,6,4,1,1,Slack,19
5635553,23,9,Churned,0,0,9,4,"Slack, Zapier, MS Team, Azure Cards",59
2029359,203,6,Churned,0,0,6,4,"Google, Jira, Slack, Dropbox",67
1238981,13,33,Paying,19,4,23,0,,76
1487201,2,1,Paying,4,1,1,5,"Google, Slack, Zapier, Azure Cards, MS Team",1
2109785,75,4,Paying,75,5,2,0,,38
6675716,13,55,Churned,13,6,28,2,"MS Team, Azure Cards",82
1018408,98,9,Churned,147,101,0,0,,81
6210557,146,68,Churned,73,18,32,2,"Jira, Zapier",87
7879412,85,37,Paying,127,122,30,2,"Jira, Slack",59
2041560,79,68,Churned,0,0,26,3,"MS Team, Azure Cards, Dropbox",81
6407461,30,34,Paying,60,12,27,1,Jira,21
7407784,7,44,Paying,17,5,34,4,"Slack, Zapier, MS Team, Azure Cards",59
1414624,47,16,Churned,47,38,1,4,"Slack, Zapier, MS Team, Azure Cards",76
8369263,63,21,Paying,31,3,12,4,"Slack, Zapier, MS Team, Azure Cards",99
8740276,32,61,Churned,16,7,30,0,,19
3858718,169,74,Churned,0,0,39,5,"Google, Slack, Zapier, Azure Cards, MS Team",96
2248586,101,73,Churned,50,10,31,3,"Jira, Slack, Zapier",20
6436663,22,41,Paying,55,17,30,3,"MS Team, Azure Cards, Dropbox",95
4490592,6,74,Churned,6,4,33,1,MS Team,40
3411527,29,23,Paying,43,26,20,4,"Slack, Zapier, MS Team, Azure Cards",2
2218177,47,29,Paying,94,5,22,3,"Jira, Slack, Zapier",82
5513940,88,25,Churned,88,72,9,1,Dropbox,9
2247981,126,71,Churned,126,35,37,2,"Jira, Slack",21
6510876,32,18,Churned,32,8,12,4,"Google, Jira, Slack, Dropbox",70
5597361,113,56,Paying,56,23,42,4,"Google, Jira, Slack, Dropbox",100
8622397,67,15,Paying,33,8,9,3,"Dropbox, Slack, Google",18
8844321,103,52,Paying,103,82,42,5,"Google, Slack, Zapier, Azure Cards, MS Team",41
7887387,30,29,Paying,30,10,21,4,"Slack, Zapier, MS Team, Azure Cards",68
5650412,63,70,Churned,63,6,30,3,"MS Team, Azure Cards, Dropbox",97
3350060,5,55,Churned,2,0,27,0,,74
4760169,123,23,Paying,246,165,16,1,Azure Cards,96
1258876,102,52,Churned,0,0,29,0,,2
4720598,46,50,Churned,23,2,19,1,MS Team,11
5594933,30,7,Paying,60,31,4,4,"Google, Jira, Slack, Dropbox",40
4642470,147,49,Paying,294,2,38,0,,83
5699647,199,14,Churned,298,190,6,2,"MS Team, Azure Cards",88
7921595,111,74,Churned,0,0,35,5,"Jira, Google, Slack, Zapier, Dropbox",96
6653582,38,44,Paying,19,4,36,2,"Jira, Zapier",14
8690171,39,60,Churned,19,2,22,2,"MS Team, Azure Cards",40
7938349,98,49,Paying,245,91,37,1,Jira,12
4881623,90,7,Churned,90,22,7,0,,19
5160549,4,68,Churned,2,1,32,0,,11
5774519,31,59,Paying,62,13,49,3,"Dropbox, Slack, Google",46
1524877,89,45,Paying,222,122,39,5,"Jira, Google, Slack, Zapier, Dropbox",85
4435999,73,15,Churned,73,46,15,5,"Google, Slack, Zapier, Azure Cards, MS Team",61
5282723,238,68,Churned,119,73,37,3,"Jira, Slack, Zapier",15
8956749,93,60,Paying,232,33,45,0,,46
8125352,43,51,Churned,64,47,30,2,"MS Team, Azure Cards",54
4515988,108,12,Paying,216,137,8,5,"Jira, Google, Slack, Zapier, Dropbox",27
7397040,81,21,Paying,121,73,15,2,"MS Team, Azure Cards",83
6916054,57,29,Paying,114,30,26,5,"Google, Slack, Zapier, Azure Cards, MS Team",38
6711923,145,71,Churned,0,0,22,2,"Jira, Slack",83
3349063,60,57,Churned,0,0,21,1,Jira,31
4136954,81,27,Paying,162,33,21,2,"Jira, Slack",37
3471309,50,11,Paying,50,46,11,4,"Google, Jira, Slack, Dropbox",83
5645354,31,64,Churned,15,3,35,4,"Google, Jira, Slack, Dropbox",64
7386493,26,2,Paying,39,12,0,5,"Google, Slack, Zapier, Azure Cards, MS Team",10
3877845,200,55,Paying,100,87,42,2,"Jira, Slack",51
1364825,192,5,Paying,96,33,3,0,,72
6837385,118,53,Paying,118,90,40,1,Slack,97
1530828,85,27,Paying,212,40,21,2,"MS Team, Azure Cards",33
4522527,2,55,Paying,4,3,41,0,,77
1995512,213,16,Paying,213,95,10,0,,13
8234461,51,21,Paying,102,7,18,3,"Jira, Slack, Zapier",21
7492151,29,47,Paying,14,4,32,3,"Jira, Slack, Zapier",48
7073488,147,7,Churned,73,48,5,1,Zapier,9
1233888,37,8,Paying,55,0,7,1,Jira,75
8782586,42,11,Churned,21,19,5,0,,21
1026385,69,61,Churned,0,0,31,4,"Slack, Zapier, MS Team, Azure Cards",36
6191370,157,75,Churned,235,167,44,1,Azure Cards,13
6430079,113,15,Churned,56,26,3,4,"Google, Jira, Slack, Dropbox",2
7133049,241,10,Paying,482,255,9,1,MS Team,2
6330346,37,26,Paying,55,45,20,0,,94
1032991,46,53,Paying,23,2,41,3,"Jira, Slack, Zapier",49
7902159,179,51,Paying,89,50,41,1,Google,90
3453952,198,73,Churned,99,17,34,1,Azure Cards,29
8114039,65,38,Paying,32,24,32,5,"Jira, Google, Slack, Zapier, Dropbox",59
2740571,68,74,Churned,34,22,42,4,"Google, Jira, Slack, Dropbox",25
6408587,14,15,Churned,21,3,4,3,"Dropbox, Slack, Google",19
6532115,116,20,Paying,58,6,12,2,"Jira, Zapier",31
3019350,78,2,Paying,117,101,2,4,"Google, Jira, Slack, Dropbox",8
1447609,103,48,Paying,154,126,39,0,,66
7449148,325,73,Churned,325,40,30,0,,98
1601395,118,34,Paying,118,66,26,2,"Jira, Zapier",68
3380686,28,15,Paying,28,15,8,3,"Jira, Slack, Zapier",100
5976333,8,53,Paying,12,9,42,1,Dropbox,10
2138086,48,4,Churned,48,35,4,0,,92
7664325,239,61,Churned,239,230,33,4,"Google, Jira, Slack, Dropbox",79
5118288,41,53,Paying,61,17,44,5,"Jira, Google, Slack, Zapier, Dropbox",29
5159705,43,34,Paying,43,23,25,3,"Dropbox, Slack, Google",79
4704086,19,15,Churned,9,7,4,5,"Jira, Google, Slack, Zapier, Dropbox",9
6892988,256,56,Paying,256,104,43,5,"Google, Slack, Zapier, Azure Cards, MS Team",21
3268875,23,1,Paying,11,5,0,1,Zapier,47
3380050,36,12,Paying,18,3,9,3,"MS Team, Azure Cards, Dropbox",92
7985783,57,41,Paying,85,80,33,5,"Jira, Google, Slack, Zapier, Dropbox",53
3796376,62,74,Churned,31,13,37,2,"MS Team, Azure Cards",65
8593168,75,12,Paying,150,40,6,2,"MS Team, Azure Cards",97
8729646,34,23,Paying,68,66,19,1,Azure Cards,55
7257703,84,58,Paying,42,1,47,1,Azure Cards,55
3777942,34,64,Churned,17,4,29,1,Dropbox,22
4343226,79,16,Churned,0,0,14,5,"Google, Slack, Zapier, Azure Cards, MS Team",13
5688651,23,51,Paying,34,7,39,2,"Jira, Slack",43
8339723,180,32,Paying,90,23,26,4,"Slack, Zapier, MS Team, Azure Cards",91
6698257,88,23,Paying,132,15,18,5,"Google, Slack, Zapier, Azure Cards, MS Team",41
1637238,169,6,Churned,84,12,5,5,"Jira, Google, Slack, Zapier, Dropbox",1
2234171,78,59,Churned,0,0,29,2,"MS Team, Azure Cards",89
3023136,28,53,Paying,56,2,43,2,"MS Team, Azure Cards",68
2673027,265,2,Churned,397,333,2,5,"Jira, Google, Slack, Zapier, Dropbox",74
1042279,121,24,Paying,302,18,19,2,"MS Team, Azure Cards",21
8403686,64,43,Paying,64,27,36,4,"Google, Jira, Slack, Dropbox",99
8574069,23,60,Churned,11,1,27,3,"Dropbox, Slack, Google",75
7856826,23,13,Paying,46,18,13,2,"Jira, Zapier",73
3586277,45,25,Churned,67,11,15,0,,77
1103748,18,44,Paying,18,11,35,0,,17
2695348,49,14,Paying,24,15,13,1,Google,41
7178952,41,36,Paying,41,0,25,1,MS Team,86
7946790,12,64,Churned,0,0,37,1,Dropbox,5
4441768,41,40,Paying,20,17,31,5,"Jira, Google, Slack, Zapier, Dropbox",51
5943959,32,10,Churned,48,21,6,2,"Jira, Zapier",80
5091759,45,27,Paying,67,6,19,4,"Google, Jira, Slack, Dropbox",40
7748330,246,11,Paying,492,376,9,3,"Dropbox, Slack, Google",21
6009136,133,45,Paying,266,244,34,0,,39
3355116,113,24,Paying,226,186,20,4,"Google, Jira, Slack, Dropbox",49
5218460,244,70,Churned,0,0,38,3,"Dropbox, Slack, Google",44
6593460,24,8,Churned,12,6,1,4,"Slack, Zapier, MS Team, Azure Cards",64
2888206,50,23,Churned,50,9,6,5,"Jira, Google, Slack, Zapier, Dropbox",29
4895194,53,51,Paying,53,32,41,2,"MS Team, Azure Cards",63
7426639,38,10,Paying,19,11,10,4,"Google, Jira, Slack, Dropbox",36
4862131,279,65,Churned,418,35,35,4,"Google, Jira, Slack, Dropbox",55
5154568,43,24,Paying,21,10,19,0,,7
6571964,114,7,Churned,171,5,1,2,"MS Team, Azure Cards",44
1169244,26,13,Paying,26,10,10,0,,38
4613261,78,69,Churned,39,22,38,2,"Jira, Slack",49
1030987,47,54,Paying,23,0,42,4,"Google, Jira, Slack, Dropbox",90
1771785,209,0,Churned,104,3,0,3,"Jira, Slack, Zapier",34
5014820,148,47,Paying,296,36,37,2,"MS Team, Azure Cards",83
3672784,103,21,Churned,51,47,2,0,,80
3968092,48,13,Paying,72,63,7,0,,40
8522931,141,54,Churned,0,0,28,5,"Jira, Google, Slack, Zapier, Dropbox",15
4657533,98,9,Churned,0,0,0,5,"Jira, Google, Slack, Zapier, Dropbox",80
5914383,39,6,Churned,39,35,6,4,"Slack, Zapier, MS Team, Azure Cards",29
8024164,129,12,Paying,193,141,12,0,,26
4931837,78,41,Paying,117,79,31,2,"Jira, Slack",10
2219154,203,65,Churned,101,96,39,5,"Google, Slack, Zapier, Azure Cards, MS Team",67
8162440,95,21,Churned,0,0,4,1,Dropbox,24
6928937,26,52,Paying,13,6,39,5,"Jira, Google, Slack, Zapier, Dropbox",58
8006435,155,28,Paying,387,248,23,1,Azure Cards,61
3631823,14,62,Churned,14,6,27,0,,69
7081070,139,35,Paying,278,206,28,5,"Jira, Google, Slack, Zapier, Dropbox",40
1805399,19,39,Paying,9,3,32,1,Slack,85
2597682,18,0,Churned,9,7,0,2,"Jira, Slack",94
2150922,43,35,Paying,86,31,27,0,,21
1613906,46,61,Churned,46,5,36,2,"Jira, Zapier",75
6657458,25,73,Churned,37,1,38,4,"Google, Jira, Slack, Dropbox",94
8685624,39,71,Churned,58,52,37,1,Dropbox,69
8881305,113,14,Churned,113,34,9,1,Azure Cards,49
8220387,142,59,Churned,213,106,27,0,,36
4586366,101,73,Churned,50,41,36,0,,9
3080791,194,35,Paying,485,412,25,3,"Jira, Slack, Zapier",13
5293084,8,29,Paying,16,4,23,2,"Jira, Zapier",82
1905188,185,47,Paying,370,264,38,1,Azure Cards,12
2558466,98,33,Paying,49,7,27,5,"Google, Slack, Zapier, Azure Cards, MS Team",42
7104134,137,18,Churned,205,156,8,1,Dropbox,11
4320141,137,53,Paying,137,41,45,1,MS Team,4
7557015,179,58,Paying,447,409,45,2,"Jira, Slack",98
7793004,103,4,Churned,103,92,4,3,"Jira, Slack, Zapier",53
8231348,149,6,Paying,298,220,5,0,,48
5073157,90,3,Churned,90,40,3,1,Zapier,14
1072999,35,8,Paying,52,5,6,5,"Jira, Google, Slack, Zapier, Dropbox",15
8216073,154,75,Churned,77,21,38,2,"Jira, Slack",100
3875550,215,3,Churned,0,0,0,4,"Slack, Zapier, MS Team, Azure Cards",98
6763533,25,5,Paying,37,17,5,4,"Slack, Zapier, MS Team, Azure Cards",71
6508544,88,32,Paying,220,41,23,4,"Google, Jira, Slack, Dropbox",73
6461045,339,13,Churned,339,315,5,3,"MS Team, Azure Cards, Dropbox",0
5323601,74,4,Churned,0,0,4,4,"Google, Jira, Slack, Dropbox",99
7571368,86,75,Churned,129,111,42,3,"MS Team, Azure Cards, Dropbox",20
3897757,48,16,Paying,24,4,14,5,"Google, Slack, Zapier, Azure Cards, MS Team",70
4071051,207,73,Churned,207,176,40,3,"MS Team, Azure Cards, Dropbox",83
6842221,107,44,Paying,53,31,35,3,"Jira, Slack, Zapier",95
8772683,52,33,Paying,104,54,29,1,Google,21
1717459,11,39,Paying,27,4,30,5,"Jira, Google, Slack, Zapier, Dropbox",96
1604837,28,51,Paying,42,11,38,4,"Google, Jira, Slack, Dropbox",93
2646421,41,13,Churned,41,25,2,3,"Dropbox, Slack, Google",70
6147497,140,9,Paying,280,96,6,0,,95
7423164,7,8,Paying,14,2,7,0,,90
6354875,33,11,Churned,33,24,9,0,,37
6489537,30,27,Churned,45,25,20,0,,25
6935054,150,2,Paying,150,100,2,0,,97
2224818,20,15,Paying,30,18,15,5,"Jira, Google, Slack, Zapier, Dropbox",3
3279433,35,12,Paying,87,11,5,3,"Dropbox, Slack, Google",93
6044514,151,36,Paying,302,194,26,3,"MS Team, Azure Cards, Dropbox",73
6080030,114,55,Paying,114,51,45,0,,4
7699154,60,37,Paying,120,99,30,1,MS Team,55
3653148,45,32,Churned,45,18,23,5,"Jira, Google, Slack, Zapier, Dropbox",21
6437715,367,18,Churned,0,0,5,0,,70
3036898,60,66,Churned,30,5,41,4,"Google, Jira, Slack, Dropbox",43
2294139,141,9,Paying,211,206,9,0,,22
5673062,340,22,Churned,340,36,16,5,"Jira, Google, Slack, Zapier, Dropbox",85
6249509,66,63,Churned,0,0,34,4,"Slack, Zapier, MS Team, Azure Cards",6
7746994,69,12,Paying,103,99,7,4,"Google, Jira, Slack, Dropbox",0
1128860,250,23,Paying,375,185,15,4,"Slack, Zapier, MS Team, Azure Cards",27
5091608,259,65,Churned,129,127,37,1,Jira,14
8800905,80,48,Paying,120,116,38,2,"Jira, Slack",56
3910451,81,41,Paying,202,130,33,2,"Jira, Zapier",98
3283118,60,61,Churned,90,66,36,3,"Dropbox, Slack, Google",80
7961598,27,23,Churned,27,6,6,5,"Jira, Google, Slack, Zapier, Dropbox",47
7850748,340,72,Churned,510,149,32,4,"Slack, Zapier, MS Team, Azure Cards",86
1981977,15,5,Paying,15,11,0,5,"Jira, Google, Slack, Zapier, Dropbox",59
6804016,41,12,Paying,61,21,12,1,Azure Cards,88
2278874,122,4,Churned,0,0,4,5,"Google, Slack, Zapier, Azure Cards, MS Team",39
7612433,248,72,Churned,0,0,35,1,Zapier,12
1891034,21,53,Paying,10,4,47,5,"Google, Slack, Zapier, Azure Cards, MS Team",62
6165200,100,1,Churned,50,15,1,4,"Google, Jira, Slack, Dropbox",68
1895285,156,16,Churned,78,60,10,0,,36
4621853,25,59,Paying,50,26,46,4,"Google, Jira, Slack, Dropbox",72
6373333,246,17,Churned,369,123,5,5,"Google, Slack, Zapier, Azure Cards, MS Team",38
4544985,184,66,Churned,276,268,36,2,"Jira, Zapier",60
5341339,314,67,Churned,314,277,35,2,"Jira, Zapier",21
8552229,68,4,Churned,68,67,1,0,,97
6529302,38,54,Churned,57,24,26,4,"Slack, Zapier, MS Team, Azure Cards",13
6876432,68,59,Churned,0,0,35,5,"Jira, Google, Slack, Zapier, Dropbox",44
6290418,42,65,Churned,63,57,31,3,"Jira, Slack, Zapier",24
6389274,118,6,Churned,177,166,6,0,,13
8699360,138,15,Paying,345,270,15,5,"Google, Slack, Zapier, Azure Cards, MS Team",74
8972841,25,33,Paying,62,23,29,1,Slack,95
2794382,336,3,Churned,168,146,3,3,"Dropbox, Slack, Google",29
1421939,18,63,Churned,9,1,30,3,"Jira, Slack, Zapier",79
5114960,4,62,Churned,2,1,31,0,,2
6127888,44,11,Paying,110,36,6,0,,20
8646500,7,7,Paying,14,6,7,1,Dropbox,95
7226958,114,8,Paying,57,55,5,0,,69
1770052,191,75,Churned,191,37,47,3,"Jira, Slack, Zapier",17
1259415,71,56,Churned,35,33,27,5,"Google, Slack, Zapier, Azure Cards, MS Team",23
8115298,2,57,Paying,3,1,44,0,,38
4729464,93,49,Paying,46,4,40,0,,0
5421032,153,53,Paying,306,70,41,3,"MS Team, Azure Cards, Dropbox",42
4643405,42,17,Paying,42,14,14,0,,57
2230992,140,28,Paying,70,23,19,4,"Google, Jira, Slack, Dropbox",23
1662270,23,61,Churned,34,4,29,5,"Google, Slack, Zapier, Azure Cards, MS Team",47
8242964,12,59,Paying,18,15,46,4,"Google, Jira, Slack, Dropbox",44
2929418,9,8,Paying,22,4,7,2,"Jira, Slack",31
8186649,290,20,Paying,580,460,15,3,"MS Team, Azure Cards, Dropbox",72
6129886,151,5,Paying,302,218,3,2,"Jira, Slack",3
7227197,105,13,Paying,52,45,10,4,"Slack, Zapier, MS Team, Azure Cards",0
3693955,15,44,Paying,15,4,33,1,Azure Cards,51
1415782,263,41,Paying,394,309,34,4,"Google, Jira, Slack, Dropbox",3
3814097,30,67,Churned,0,0,37,2,"Jira, Zapier",94
2363399,43,73,Churned,21,18,36,1,Zapier,98
5558369,22,15,Paying,55,45,13,1,Jira,45
3326381,70,21,Paying,35,21,16,3,"Jira, Slack, Zapier",53
6134936,85,57,Churned,127,0,24,0,,78
7721718,17,19,Churned,8,2,12,5,"Jira, Google, Slack, Zapier, Dropbox",97
7812262,89,24,Paying,89,78,17,3,"Jira, Slack, Zapier",50
8236556,9,60,Paying,4,2,43,3,"MS Team, Azure Cards, Dropbox",56
5815521,216,63,Churned,324,126,30,1,Zapier,51
6520754,49,57,Paying,122,55,44,3,"Jira, Slack, Zapier",55
2768871,35,35,Paying,52,14,26,5,"Jira, Google, Slack, Zapier, Dropbox",88
5328147,83,4,Churned,83,24,0,2,"Jira, Slack",28
7537495,34,50,Churned,51,40,17,2,"Jira, Zapier",78
1414454,25,26,Paying,50,49,20,0,,69
7984539,43,22,Paying,107,53,20,0,,43
6295410,98,9,Paying,245,146,4,1,Google,53
6500319,206,48,Paying,412,76,39,3,"Jira, Slack, Zapier",26
1019442,33,50,Paying,16,5,43,5,"Google, Slack, Zapier, Azure Cards, MS Team",86
2029547,116,60,Churned,174,46,32,0,,90
7460008,30,41,Paying,45,39,36,3,"Jira, Slack, Zapier",66
2625034,10,39,Paying,5,1,29,3,"MS Team, Azure Cards, Dropbox",11
6241402,18,58,Churned,0,0,27,3,"Dropbox, Slack, Google",48
1536320,194,72,Churned,97,13,27,2,"Jira, Slack",95
2556501,87,69,Churned,130,19,34,5,"Google, Slack, Zapier, Azure Cards, MS Team",90
6107856,8,26,Paying,16,15,20,3,"Jira, Slack, Zapier",80
5601487,10,60,Churned,10,0,22,4,"Slack, Zapier, MS Team, Azure Cards",91
8609359,38,25,Paying,38,21,20,0,,93
8101039,389,12,Churned,389,225,6,3,"MS Team, Azure Cards, Dropbox",60
5295643,203,6,Paying,203,196,5,4,"Slack, Zapier, MS Team, Azure Cards",89
3331061,21,7,Paying,42,29,2,3,"Jira, Slack, Zapier",35
5117437,75,1,Paying,37,32,1,3,"MS Team, Azure Cards, Dropbox",7
8927581,170,66,Churned,170,56,24,0,,63
2566270,96,2,Paying,192,148,1,2,"Jira, Slack",78
1805166,40,7,Paying,40,25,6,2,"MS Team, Azure Cards",15
3760839,103,70,Churned,51,4,27,1,Jira,72
3887372,99,7,Churned,99,1,4,5,"Google, Slack, Zapier, Azure Cards, MS Team",47
3790377,226,70,Churned,226,137,36,5,"Jira, Google, Slack, Zapier, Dropbox",81
1930180,215,28,Paying,215,20,24,0,,45
5916685,394,6,Churned,394,216,4,2,"Jira, Zapier",82
6060064,94,13,Paying,141,43,11,4,"Google, Jira, Slack, Dropbox",17
4077076,15,24,Churned,0,0,12,3,"Dropbox, Slack, Google",1
2127546,22,25,Churned,22,12,12,5,"Jira, Google, Slack, Zapier, Dropbox",28
1197063,60,59,Churned,30,7,25,5,"Jira, Google, Slack, Zapier, Dropbox",11
8396326,160,60,Churned,0,0,31,0,,56
3081582,198,10,Churned,198,90,0,4,"Google, Jira, Slack, Dropbox",61
1056910,9,24,Paying,22,5,20,4,"Slack, Zapier, MS Team, Azure Cards",55
6902069,213,61,Churned,106,60,43,0,,31
8172382,303,27,Churned,303,225,10,0,,67
5254796,21,33,Paying,10,9,27,0,,6
2316883,131,44,Paying,65,61,34,2,"MS Team, Azure Cards",64
6694059,145,8,Paying,362,26,5,3,"Jira, Slack, Zapier",88
1458941,204,1,Paying,408,160,0,5,"Google, Slack, Zapier, Azure Cards, MS Team",57
3970419,109,58,Paying,163,132,44,3,"MS Team, Azure Cards, Dropbox",88
2038642,208,46,Paying,208,42,35,3,"Dropbox, Slack, Google",79
2815219,71,50,Churned,106,81,34,2,"Jira, Slack",72
